-2.565636100086669466e-02,-3.284268367103821556e-02
1.791741809652455775e+00,-1.126703280530134826e-01
-6.756723636039324576e-01,-1.953351746186458016e-01
6.757477060363009658e-01,1.366105070260917875e+00
-6.090290408436291880e-01,-1.430226356078231564e+00
7.244000957720947431e-02,2.040359851751591125e-01
8.285663165059961033e-01,-1.296874118249647490e+00
-5.045389680300487178e-01,1.865496794941388536e+00
-4.510131156844501277e-01,-8.432278532018907535e-01
6.186296053826453312e-01,4.273025363505862373e-01
-5.757496688345247193e-01,-4.785943880282845231e-01
1.357513880678063556e+00,8.005176640284744627e-01
1.254137646800712380e+00,1.434442386943583780e-01
2.917716521372084149e+00,2.098594140160239818e-01
6.298547528355200598e-01,2.257850581703345849e+00
-1.806546522287192591e+00,8.849855895873960376e-01
-9.416564664457996101e-03,7.081291175338670918e-01
5.045388235009309330e-01,-5.880996762064629735e-01
-5.900252426676830808e-01,-8.823294910322913021e-01
-4.656077252035749625e-01,-1.618649767018715685e-02
1.059526537090736742e+00,6.836514044520641820e-02
1.865899432590950591e-01,-3.232036910197590429e-01
1.131750883527181450e+00,1.087024902306532148e+00
4.473945118273129490e-02,3.725602070169454771e-01
-1.887049181585145549e-02,-6.069214267477021085e-01
-1.186961136813502043e-01,-7.121181392546697131e-01
4.269336783921245382e-01,1.348804701486429281e+00
5.299120125175255103e-01,-4.221453599082912733e-01
2.012749770906722357e+00,-5.577018611068511600e-01
6.874553807390622051e-01,-1.920650614675832868e-01
-1.916065820016175092e+00,-7.509842513631929117e-01
2.489397380919161351e-01,1.623759339314111982e-01
8.494928714661097446e-01,-1.225878467289243989e+00
-3.697588119587563171e-01,-1.140175541847203045e+00
-3.342154127160439914e-01,1.956882674408321643e+00
1.198866809162939973e+00,-2.304921516486778676e-01
3.779425739376074955e-01,8.328072127403579605e-01
1.095579297242559091e+00,1.345447660134622414e-01
1.954027019980811852e+00,-7.765031627605455400e-01
5.071536323406362623e-01,-7.887410381624728739e-01
-1.738013297381184818e+00,1.462947034716585604e+00
4.105733955874025232e-01,1.347253900982918307e+00
-6.844849694566002007e-01,-1.350213385135087707e+00
4.780575599956499722e-01,5.949401284956312708e-01
-6.430392498270339763e-01,-1.402801207638138425e+00
-4.431758609916121583e-01,1.129265882517335173e+00
-3.715310312104871948e-01,-5.661409853767755962e-01
3.154264026340550253e-02,-4.375628653792683620e-01
8.778412738401796256e-01,4.472339018512233588e-01
1.386925840463064441e+00,1.900804879323383378e+00
