-2.895039121558478090e-01,-9.361523693267130852e-01
1.200099127156694645e-01,1.427566192024685598e+00
1.303086350363924784e-01,-3.855849091708625775e-01
-3.590009779573202220e-01,3.447371304937212333e-01
5.642304523031086427e-01,-2.971572163128728405e-01
1.489145806879574208e+00,5.181589024688502132e-01
2.793603162311547372e+00,-6.964404475673700023e-01
-2.083174583863574458e+00,8.778576439047076629e-01
5.592528106291576595e-01,-1.205444354950705316e-01
1.608472221102174027e+00,1.395063697137814696e-01
2.216586683255262091e+00,-8.494189621668533086e-01
-1.193843901090928250e-01,-7.977992360741614775e-02
9.831554719964703815e-02,-5.173646224295201934e-01
-2.404982629444908149e+00,-1.480645751292235079e+00
3.448698307353516568e-01,1.090772795640981840e+00
-1.275477662493982534e+00,8.923348492916043373e-01
-1.293923866042052673e+00,5.958480291784957750e-01
1.160595712503239341e+00,-2.385670245212651308e-01
-5.014558617854043554e-01,-5.953278177564070850e-01
-1.258296529652622731e-01,1.441012633097225049e-01
-1.251558925027044467e+00,6.766552531323810626e-01
7.378630217017060344e-01,7.186118234296637874e-01
4.137423540380657516e-01,1.136226440523830927e+00
-8.713687282811808377e-01,9.508648063173370524e-01
1.154808446372112885e+00,5.864939025872286521e-02
7.259678207149009577e-01,-7.117034168235705227e-01
-3.916090509309268497e-01,-8.401812161938942980e-01
-6.775008578667827130e-01,-6.911034877008381816e-01
4.526477964752473326e-01,-9.172263313107157368e-01
1.035071890583392662e+00,4.977680827676143616e-01
-2.552727162796118443e-01,-3.184785831790758193e-02
2.302719697345081695e-01,1.295431608212771757e-01
-2.725811949584276972e-01,-1.054258594056289300e-01
1.144833151011050987e+00,1.540454848424078205e-01
4.889260753239216273e-01,-7.628402254003062710e-01
-7.059744704609857147e-01,-2.587970209553159151e+00
1.030378373466314779e+00,-1.236532495063096260e+00
9.282772223974806725e-01,-2.136280562782944870e+00
1.426866117073060325e+00,4.520693057959676575e-01
-1.267898651016460931e+00,3.076623260295606177e-01
6.118468498199605143e-01,-8.442460675383955948e-01
4.043985441804987535e-01,-4.798645005261750057e-02
-5.604198108490915375e-01,-2.306700076642350106e-01
4.708892283000374324e-01,1.529319663188798195e+00
1.296284413992830897e+00,5.326457750222524101e-01
-1.360570485968553456e+00,2.909661121558573815e-01
6.912966084965115332e-01,1.186588642152532458e+00
1.944779067823023233e+00,1.962039952367153006e+00
1.138917172202116745e+00,-4.592590453922320431e-02
4.441059211105077842e-01,8.399142865378741440e-01
