0.96496,0.66253
0.22421,0.61352
0.87083,0.89482
1.00000,0.00137
0.20166,0.00066
0.64177,0.00002
0.00123,0.11282
0.71386,0.99669
0.15201,0.15153
0.99883,0.01124
0.00005,0.99792
0.00180,0.79276
0.98757,0.88123
0.00000,0.98020
0.00352,0.98064
0.97442,0.00000
0.92100,0.08390
0.58871,0.04042
0.99998,0.03126
0.87759,0.25118
0.58774,1.00000
0.99998,0.17020
0.26552,0.98598
0.99989,0.00075
0.00003,0.00000
0.01592,0.15049
0.99573,0.75793
0.76546,0.52340
0.21326,0.79943
0.02017,0.08854
0.00066,0.00212
0.00375,0.00003
0.21379,0.00115
0.00000,1.00000
1.00000,0.00038
0.94921,0.44238
0.90854,0.35657
0.64754,0.99813
0.90339,0.00050
0.02125,0.11132
0.01754,0.00000
0.99916,0.63458
0.01690,0.99783
0.41034,0.89037
0.99956,0.00613
0.93451,0.70460
0.08912,0.00003
0.99999,0.02543
0.39552,0.00562
0.00351,0.00002
0.00097,0.00909
0.00057,0.00324
1.00000,0.58477
0.71963,0.99887
0.87860,0.85255
0.01431,0.08106
0.04435,0.00026
0.32225,0.00000
0.98055,1.00000
0.00560,0.00370
0.13064,0.65481
0.00000,0.59131
0.00108,0.29857
0.05310,0.00696
0.00101,0.00000
0.02302,0.00000
0.00637,0.99249
0.45894,0.00039
0.25778,0.20036
0.99988,0.71889
